author_name,last_name,first_name,title,birthdate,deathdate,count,fraction_total,dataset
"Bunyan, John, 1628-1688.",Bunyan,John,not_applicable,1628,1688,116,0.001213999,eebo
"Stillingfleet, Edward, 1635-1699.",Stillingfleet,Edward,not_applicable,1635,1699,114,0.001193068,eebo
"Shakespeare, William, 1564-1616.",Shakespeare,William,not_applicable,1564,1616,111,0.001161671,eebo
"Boyle, Robert, 1627-1691.",Boyle,Robert,not_applicable,1627,1691,110,0.001151206,eebo
"Tillotson, John, 1630-1694.",Tillotson,John,not_applicable,1630,1694,109,0.00114074,eebo
"Wither, George, 1588-1667.",Wither,George,not_applicable,1588,1667,106,0.001109344,eebo
"Greene, Robert, 1558-1592.",Greene,Robert,not_applicable,1558,1592,104,0.001088413,eebo
Scotland.,not_applicable,Scotland,not_applicable,not_applicable,not_applicable,103,0.001077947,eebo
Ireland. Lords Justices and Council.,Ireland,Lords Justices and Council,not_applicable,not_applicable,not_applicable,103,0.001077947,eebo
"Breton, Nicholas, 1545-1626",Breton,Nicholas,not_applicable,1545,1626,99,0.001036085,eebo
"Quarles, Francis, 1592-1644.",Quarles,Francis,not_applicable,1592,1644,97,0.001015154,eebo
"Calvin, Jean, 1509-1564.",Calvin,Jean,not_applicable,1509,1564,93,0.000973292,eebo
"Preston, John, 1587-1628.",Preston,John,not_applicable,1587,1628,93,0.000973292,eebo
M. P. d. 1656,P,M,not_applicable,not_applicable,1656,93,0.000973292,eebo
"Dent, Arthur, d. 1607.",Dent,Arthur,not_applicable,not_applicable,1607,91,0.000952361,eebo
"D'Urfey, Thomas, 1653-1723.",D'Urfey,Thomas,not_applicable,1653,1723,91,0.000952361,eebo
"Mather, Cotton, 1663-1728.",Mather,Cotton,not_applicable,1663,1728,91,0.000952361,eebo
"Heywood, Thomas, d. 1641.",Heywood,Thomas,not_applicable,not_applicable,1641,90,0.000941896,eebo
"Erasmus, Desiderius, d. 1536.",Erasmus,Desiderius,not_applicable,not_applicable,1536,89,0.00093143,eebo
"Hammond, Henry, 1605-1660.",Hammond,Henry,not_applicable,1605,1660,86,0.000900033,eebo
"Speed, John, 1552-1629.",Speed,John,not_applicable,1552,1629,85,0.000889568,eebo
Scotland. Parliament.,Scotland,Parliament,not_applicable,not_applicable,not_applicable,85,0.000889568,eebo
"Dering, Edward, 1540-1576.",Dering,Edward,not_applicable,1540,1576,84,0.000879102,eebo
"Lily, William, 1468-1522.",Lily,William,not_applicable,1468,1522,83,0.000868637,eebo
England and Wales. Sovereign (1694-1702 : William III),Sovereign,William III,not_applicable,1694,1702,82,0.000858171,eebo
"Heylyn, Peter, 1600-1662.",Heylyn,Peter,not_applicable,1600,1662,81,0.000847706,eebo
"Hieron, Samuel, 1576-1617.",Hieron,Samuel,not_applicable,1576,1617,81,0.000847706,eebo
England and Wales. Lord Protector (1653-1658 : O. Cromwell),Lord Protector,Oliver Cromwell,not_applicable,1653,1658,79,0.000826775,eebo
"Keith, George, 1639-1716.",Keith,George,not_applicable,1639,1716,78,0.000816309,eebo
"Becon, Thomas, 1512-1567.",Becon,Thomas,not_applicable,1512,1567,76,0.000795378,eebo
"Whitehead, George, 1636-1723.",Whitehead,George,not_applicable,1636,1723,75,0.000784913,eebo
City of London (England). Court of Common Council.,City of London (England),Court of Common Council,not_applicable,not_applicable,not_applicable,74,0.000774447,eebo
"William III, King of England, 1650-1702.",King of England,William III,not_applicable,1650,1702,73,0.000763982,eebo
"Dekker, Thomas,1572-1632.",Dekker,Thomas,not_applicable,1572,1632,71,0.000743051,eebo
England and Wales. Privy Council.,England and Wales,Privy Council,not_applicable,not_applicable,not_applicable,70,0.000732585,eebo
"Behn, Aphra, 1640-1689.",Behn,Aphra,not_applicable,1640,1689,69,0.00072212,eebo
"Broughton, Hugh, 1549-1612.",Broughton,Hugh,not_applicable,1549,1612,69,0.00072212,eebo
"Bernard, Richard, 1568-1641.",Bernard,Richard,not_applicable,1568,1641,68,0.000711654,eebo
"Dod, John, 1549-1645.",Dod,John,not_applicable,1549,1645,68,0.000711654,eebo
"Settle, Elkanah, 1648-1724.",Settle,Elkanah,not_applicable,1648,1724,68,0.000711654,eebo
"Reynolds, Edward, 1599-1676.",Reynolds,Edward,not_applicable,1599,1676,66,0.000690723,eebo
"Howell, James, 1594-1666.",Howell,James,not_applicable,1594,1666,65,0.000680258,eebo
"Fuller, Thomas, 1608-1661.",Fuller,Thomas,not_applicable,1608,1661,64,0.000669792,eebo
"Pym, John, 1584-1643.",Pym,John,not_applicable,1584,1643,64,0.000669792,eebo
"Younge, Richard.",Younge,Richard,not_applicable,not_applicable,not_applicable,64,0.000669792,eebo
Person of quality.,not_applicable,Person of quality,not_applicable,not_applicable,not_applicable,63,0.000659327,eebo
"Ovid, 43 B.C.-17 or 18 A.D.",not_applicable,Ovid,not_applicable, 43 B.C.,17 or 18 A.D.,63,0.000659327,eebo
Church of Scotland. General Assembly. Commission.,Church of Scotland,General Assembly Commission,not_applicable,not_applicable,not_applicable,63,0.000659327,eebo
Church of Scotland. General Assembly.,Church of Scotland,General Assembly,not_applicable,not_applicable,not_applicable,63,0.000659327,eebo
"Smith, William, d. 1673.",Smith,William,not_applicable,not_applicable,1673,62,0.000648861,eebo
Scotland. Convention of Estates.,Scotland,Convention of Estates,not_applicable,not_applicable,not_applicable,62,0.000648861,eebo
"Burrough, Edward, 1634-1662.",Burrough,Edward,not_applicable,1634,1662,61,0.000638396,eebo
"Gadbury, John, 1627-1704.",Gadbury,John,not_applicable,1627,1704,60,0.00062793,eebo
"Goodwin, Thomas, 1600-1680.",Goodwin,Thomas,not_applicable,1600,1680,60,0.00062793,eebo
"Owen, John, 1616-1683.",Owen,John,not_applicable,1616,1683,59,0.000617465,eebo
"Williams, John, 1636-1709.",Williams,John,not_applicable,1636,1709,59,0.000617465,eebo
"Sibbes, Richard, 1577-1635.",Sibbes,Richard,not_applicable,1577,1635,58,0.000606999,eebo
"Culpeper, Nicholas, 1616-1654.",Culpeper,Nicholas,not_applicable,1616,1654,57,0.000596534,eebo
"Keach, Benjamin, 1640-1704.",Keach,Benjamin,not_applicable,1640,1704,57,0.000596534,eebo
"Tate, Nahum, 1652-1715.",Tate,Nahum,not_applicable,1652,1715,57,0.000596534,eebo
England and Wales. Sovereign (1509-1547 : Henry VIII),Sovereign,Henry VIII,not_applicable,1509,1547,55,0.000575603,eebo
"Brooks, Thomas, 1608-1680.",Brooks,Thomas,not_applicable,1608,1680,54,0.000565137,eebo
"Comber, Thomas, 1645-1699.",Comber,Thomas,not_applicable,1645,1699,54,0.000565137,eebo
"Cotton, John, 1584-1652.",Cotton,John,not_applicable,1584,1652,54,0.000565137,eebo
City of London (England).,not_applicable,City of London (England),not_applicable,not_applicable,not_applicable,54,0.000565137,eebo
"Beverley, Thomas.",Beverley,Thomas,not_applicable,not_applicable,not_applicable,53,0.000554672,eebo
"Scott, Thomas, 1580-1626.",Scott,Thomas,not_applicable,1580,1626,53,0.000554672,eebo
"Stephens, Edward, d. 1706.",Stephens,Edward,not_applicable,not_applicable,1706,53,0.000554672,eebo
"R. B., 1632-1725",B,R,not_applicable,1632,1725,52,0.000544206,eebo
England and Wales. Sovereign (1547-1553 : Edward VI),Sovereign,Edward VI,not_applicable,1547,1553,52,0.000544206,eebo
"Milton, John, 1608-1674.",Milton,John,not_applicable,1608,1674,51,0.000533741,eebo
"Shirley, James, 1596-1666.",Shirley,James,not_applicable,1596,1666,51,0.000533741,eebo
"Strafford, Thomas Wentworth, Earl of, 1593-1641.",Wentworth,Thomas,not_applicable,1593,1641,51,0.000533741,eebo
"Burton, Henry, 1578-1648.",Burton,Henry,not_applicable,1578,1648,50,0.000523275,eebo
"Mather, Increase, 1639-1723.",Mather,Increase,not_applicable,1639,1723,50,0.000523275,eebo
"Penington, Isaac, 1616-1679.",Penington,Isaac,not_applicable,1616,1679,50,0.000523275,eebo
"Rowlands, Samuel, 1570-1630",Rowlands,Samuel,not_applicable,1570,1630,50,0.000523275,eebo
"Lilly, William, 1602-1681.",Lilly,William,not_applicable,1602,1681,49,0.00051281,eebo
"Lloyd, William, 1627-1717.",Lloyd,William,not_applicable,1627,1717,49,0.00051281,eebo
"Norden, John, 1548-1625",Norden,John,not_applicable,1548,1625,49,0.00051281,eebo
"Stafford, Richard, 1663-1703.",Stafford,Richard,not_applicable,1663,1703,49,0.00051281,eebo
University of Oxford.,not_applicable,University of Oxford,not_applicable,not_applicable,not_applicable,49,0.00051281,eebo
"Burroughs, Jeremiah, 1599-1646.",Burroughs,Jeremiah,not_applicable,1599,1646,48,0.000502344,eebo
"Donne, John, 1572-1631.",Donne,John,not_applicable,1572,1631,48,0.000502344,eebo
"Gauden, John, 1605-1662.",Gauden,John,not_applicable,1605,1662,48,0.000502344,eebo
Catholic Church.,not_applicable,Catholic Church,not_applicable,not_applicable,not_applicable,48,0.000502344,eebo
"Byfield, Nicholas, 1579-1622.",Byfield,Nicholas,not_applicable,1579,1622,47,0.000491879,eebo
"Elyot, Thomas, Sir, 1490-1546.",Elyot,Thomas,not_applicable,1490,1546,47,0.000491879,eebo
"Drayton, Michael, 1563-1631.",Drayton,Michael,not_applicable,1563,1631,46,0.000481413,eebo
"Gother, John, d. 1704.",Gother,John,not_applicable,not_applicable,1704,46,0.000481413,eebo
"Lyly, John, 1554-1606.",Lyly,John,not_applicable,1554,1606,46,0.000481413,eebo
Scotland. Parliament. Committee of Estates.,Scotland,Parliament Committee of Estates,not_applicable,not_applicable,not_applicable,46,0.000481413,eebo
Plutarch.,not_applicable,Plutarch,not_applicable,not_applicable,not_applicable,46,0.000481413,eebo
"Ainsworth, Henry, 1571-1622",Ainsworth,Henry,not_applicable,1571,1622,45,0.000470948,eebo
"Du Moulin, Pierre, 1568-1658.",Du Moulin,Pierre,not_applicable,1568,1658,45,0.000470948,eebo
"Eleanor, Lady, d. 1652.",Eleanor,Lady,not_applicable,not_applicable,1652,45,0.000470948,eebo
"Harris, Robert, 1581-1658.",Harris,Robert,not_applicable,1581,1658,45,0.000470948,eebo
"Andrewes, Lancelot, 1555-1626.",Andrewes,Lancelot,not_applicable,1555,1626,44,0.000460482,eebo
"Naylor, James, 1617-1660.",Naylor,James,not_applicable,1617,1660,44,0.000460482,eebo
"Ussher, James, 1581-1656.",Ussher,James,not_applicable,1581,1656,44,0.000460482,eebo
England and Wales. Sovereign (1553-1558 : Mary I),Sovereign,Mary I,not_applicable,1553,1558,44,0.000460482,eebo
England and Wales. Parliament. House of Lords.,England and Wales,Parliament House of Lords,not_applicable,not_applicable,not_applicable,44,0.000460482,eebo
"Parsons, Robert, 1546-1610.",Parsons,Robert,not_applicable,1546,1610,42,0.000439551,eebo
"Stanbridge, John, 1463-1510.",Stanbridge,John,not_applicable,1463,1510,42,0.000439551,eebo
L. P. fl. 1625-1680,Price,Laurence,not_applicable,fl. 1625,1680,41,0.000429086,eebo
England and Wales. Army.,England and Wales,Army,not_applicable,not_applicable,not_applicable,41,0.000429086,eebo
"Brathwaite, Richard, 1588-1673.",Brathwaite,Richard,not_applicable,1588,1673,40,0.00041862,eebo
"Bullinger, Heinrich, 1504-1575.",Bullinger,Heinrich,not_applicable,1504,1575,40,0.00041862,eebo
"Jordan, Thomas, 1612-1685",Jordan,Thomas,not_applicable,1612,1685,40,0.00041862,eebo
"Middleton, Thomas, d. 1627.",Middleton,Thomas,not_applicable,not_applicable,1627,40,0.00041862,eebo
"Bèze, Théodore de, 1519-1605.",de Bèze,Théodore,not_applicable,1519,1605,39,0.000408155,eebo
"Lilburne, John, 1614-1657.",Lilburne,John,not_applicable,1614,1657,39,0.000408155,eebo
"Taylor, Thomas, 1576-1632.",Taylor,Thomas,not_applicable,1576,1632,39,0.000408155,eebo
"Bentley, Richard, 1662-1742.",Bentley,Richard,not_applicable,1662,1742,38,0.000397689,eebo
"Gataker, Thomas, 1574-1654.",Gataker,Thomas,not_applicable,1574,1654,38,0.000397689,eebo
"Partridge, John, 1644-1715.",Partridge,John,not_applicable,1644,1715,38,0.000397689,eebo
"Ward, Samuel, 1577-1640.",Ward,Samuel,not_applicable,1577,1640,38,0.000397689,eebo
Ireland.,not_applicable,Ireland,not_applicable,not_applicable,not_applicable,38,0.000397689,eebo
Church of Scotland.,not_applicable,Church of Scotland,not_applicable,not_applicable,not_applicable,38,0.000397689,eebo
"Boys, John, 1571-1625.",Boys,John,not_applicable,1571,1625,37,0.000387224,eebo
"Fenner, William, 1600-1640.",Fenner,William,not_applicable,1600,1640,37,0.000387224,eebo
"Gifford, George, 1547 or 8-1600.",Gifford,George,not_applicable, 1547 or 8,1600,37,0.000387224,eebo
"Leslie, Charles, 1650-1722.",Leslie,Charles,not_applicable,1650,1722,37,0.000387224,eebo
"Lydgate, John, 1370-1451",Lydgate,John,not_applicable,1370,1451,37,0.000387224,eebo
Ireland. Lord Lieutenant (1672-1677 : Essex),Lord Lieutenant,Essex,not_applicable,1672,1677,37,0.000387224,eebo
"Cleveland, John, 1613-1658.",Cleveland,John,not_applicable,1613,1658,36,0.000376758,eebo
"Charles I, King of England, 1600-1649.",King of England,Charles I,not_applicable,1600,1649,36,0.000376758,eebo
"James I, King of England, 1566-1625.",King of England,James I,not_applicable,1566,1625,36,0.000376758,eebo
"Shadwell, Thomas, 1642-1692.",Shadwell,Thomas,not_applicable,1642,1692,36,0.000376758,eebo
"Tryon, Thomas, 1634-1703.",Tryon,Thomas,not_applicable,1634,1703,36,0.000376758,eebo
"Ward, Edward, 1667-1731.",Ward,Edward,not_applicable,1667,1731,36,0.000376758,eebo
"Bayly, Lewis, d. 1631.",Bayly,Lewis,not_applicable,not_applicable,1631,35,0.000366293,eebo
"Bullord, John.",Bullord,John,not_applicable,not_applicable,not_applicable,35,0.000366293,eebo
"Churchyard, Thomas, 1520-1604.",Churchyard,Thomas,not_applicable,1520,1604,35,0.000366293,eebo
"Cowper, William, 1568-1619.",Cowper,William,not_applicable,1568,1619,35,0.000366293,eebo
"Goodwin, John, 1594-1665.",Goodwin,John,not_applicable,1594,1665,35,0.000366293,eebo
"Nalson, John, 1638-1686.",Nalson,John,not_applicable,1638,1686,35,0.000366293,eebo
"Raleigh, Walter, Sir, 1552-1618.",Raleigh,Walter,not_applicable,1552,1618,35,0.000366293,eebo
"Rich, Barnabe, 1540-1617.",Rich,Barnabe,not_applicable,1540,1617,35,0.000366293,eebo
"Mackenzie, George, Sir, 1636-1691.",Mackenzie,George,not_applicable,1636,1691,34,0.000355827,eebo
"Ogilby, John, 1600-1676.",Ogilby,John,not_applicable,1600,1676,34,0.000355827,eebo
"Smith, Humphrey, d. 1663.",Smith,Humphrey,not_applicable,not_applicable,1663,34,0.000355827,eebo
R. F. d. 1666.,F,R,not_applicable,not_applicable,1666,34,0.000355827,eebo
Poor Robin.,not_applicable,Poor Robin,not_applicable,not_applicable,not_applicable,34,0.000355827,eebo
"Böhme, Jakob, 1575-1624.",B”hme,Jakob,not_applicable,1575,1624,33,0.000345362,eebo
"Bugg, Francis, 1640-1724",Bugg,Francis,not_applicable,1640,1724,33,0.000345362,eebo
"Flavel, John, 1630-1691.",Flavel,John,not_applicable,1630,1691,33,0.000345362,eebo
"Hardy, Nathaniel, 1618-1670.",Hardy,Nathaniel,not_applicable,1618,1670,33,0.000345362,eebo
"Sheppard, William, d. 1675",Sheppard,William,not_applicable,not_applicable,1675,33,0.000345362,eebo
"Tyndale, William, d. 1536.",Tyndale,William,not_applicable,not_applicable,1536,33,0.000345362,eebo
R. F. H. 16th cent.,not_applicable,R F H 16th cent,not_applicable,not_applicable,not_applicable,33,0.000345362,eebo
Company of Scotland Trading to Africa and the Indies.,not_applicable,Company of Scotland Trading to Africa and the Indies,not_applicable,not_applicable,not_applicable,33,0.000345362,eebo
"Clarke, Samuel, 1599-1682.",Clarke,Samuel,not_applicable,1599,1682,32,0.000334896,eebo
"Cocker, Edward, 1631-1675.",Cocker,Edward,not_applicable,1631,1675,32,0.000334896,eebo
"Hooker, Thomas, 1586-1647.",Hooker,Thomas,not_applicable,1586,1647,32,0.000334896,eebo
"Love, Christopher, 1618-1651.",Love,Christopher,not_applicable,1618,1651,32,0.000334896,eebo
"Luther, Martin, 1483-1546.",Luther,Martin,not_applicable,1483,1546,32,0.000334896,eebo
"Smith, Samuel, 1588-1665.",Smith,Samuel,not_applicable,1588,1665,32,0.000334896,eebo
"Beaumont, Francis, 1584-1616.",Beaumont,Francis,not_applicable,1584,1616,31,0.000324431,eebo
"Coke, Edward, Sir, 1552-1634.",Coke,Edward,not_applicable,1552,1634,31,0.000324431,eebo
"Pelling, Edward, d. 1718.",Pelling,Edward,not_applicable,not_applicable,1718,31,0.000324431,eebo
"Pond, Edward, d. 1629.",Pond,Edward,not_applicable,not_applicable,1629,31,0.000324431,eebo
"Weemes, John, 1579-1636.",Weemes,John,not_applicable,1579,1636,31,0.000324431,eebo
Westminster Assembly (1643-1652),not_applicable,Westminster Assembly (1643-1652),not_applicable,not_applicable,not_applicable,31,0.000324431,eebo
"Bray, Thomas, 1658-1730.",Bray,Thomas,not_applicable,1658,1730,30,0.000313965,eebo
"Fulke, William, 1538-1589.",Fulke,William,not_applicable,1538,1589,30,0.000313965,eebo
"Glanvill, Joseph, 1636-1680.",Glanvill,Joseph,not_applicable,1636,1680,30,0.000313965,eebo
"Marvell, Andrew, 1621-1678.",Marvell,Andrew,not_applicable,1621,1678,30,0.000313965,eebo
"Albemarle, George Monck, Duke of, 1608-1670.",Monck,George,not_applicable,1608,1670,30,0.000313965,eebo
"Tenison, Thomas, 1636-1715.",Tenison,Thomas,not_applicable,1636,1715,30,0.000313965,eebo
"Wake, William, 1657-1737.",Wake,William,not_applicable,1657,1737,30,0.000313965,eebo
"Wild, Robert, 1609-1679.",Wild,Robert,not_applicable,1609,1679,30,0.000313965,eebo
"Fox, George, d. 1661.",Fox,George,not_applicable,not_applicable,1661,29,0.0003035,eebo
"Rudyerd, Benjamin, Sir, 1572-1658.",Rudyerd,Benjamin,not_applicable,1572,1658,29,0.0003035,eebo
"Skelton, John, 1460-1529.",Skelton,John,not_applicable,1460,1529,29,0.0003035,eebo
J. P. d. 1671,not_applicable,J P d 1671,not_applicable,not_applicable,not_applicable,29,0.0003035,eebo
"Ames, Richard, d. 1693.",Ames,Richard,not_applicable,not_applicable,1693,28,0.000293034,eebo
"Bale, John, 1495-1563.",Bale,John,not_applicable,1495,1563,28,0.000293034,eebo
"Booker, John, 1603-1667.",Booker,John,not_applicable,1603,1667,28,0.000293034,eebo
"Mornay, Philippe de, seigneur du Plessis-Marly, 1549-1623.",de Mornay,Philippe,not_applicable,1549,1623,28,0.000293034,eebo
"Fitzherbert, Anthony, Sir, 1470-1538.",Fitzherbert,Anthony,not_applicable,1470,1538,28,0.000293034,eebo
"Gouge, Thomas, 1605-1681.",Gouge,Thomas,not_applicable,1605,1681,28,0.000293034,eebo
"Hale, Matthew, Sir, 1609-1676.",Hale,Matthew,not_applicable,1609,1676,28,0.000293034,eebo
"Charles II, King of England, 1630-1685.",King of England,Charles II,not_applicable,1630,1685,28,0.000293034,eebo
"Salmon, William, 1644-1713.",Salmon,William,not_applicable,1644,1713,28,0.000293034,eebo
"Venning, Ralph, 1621-1674.",Venning,Ralph,not_applicable,1621,1674,28,0.000293034,eebo
"Whately, William, 1583-1639.",Whately,William,not_applicable,1583,1639,28,0.000293034,eebo
"Chamberlayne, Edward, 1616-1703.",Chamberlayne,Edward,not_applicable,1616,1703,27,0.000282569,eebo
"Crook, John, 1617-1699.",Crook,John,not_applicable,1617,1699,27,0.000282569,eebo
"Dury, John, 1596-1680.",Dury,John,not_applicable,1596,1680,27,0.000282569,eebo
"Lambarde, William, 1536-1601.",Lambarde,William,not_applicable,1536,1601,27,0.000282569,eebo
"Spenser, Edmund, 1552-1599.",Spenser,Edmund,not_applicable,1552,1599,27,0.000282569,eebo
"Wing, Vincent, 1619-1668.",Wing,Vincent,not_applicable,1619,1668,27,0.000282569,eebo
Ireland. Lord Lieutenant (1661-1669 : Ormonde),not_applicable,Ireland Lord Lieutenant (1661-1669 : Ormonde),not_applicable,not_applicable,not_applicable,27,0.000282569,eebo
"Crimsal, Richard.",Crimsal,Richard,not_applicable,not_applicable,not_applicable,26,0.000272103,eebo
"Hayward, John, Sir, 1564-1627.",Hayward,John,not_applicable,1564,1627,26,0.000272103,eebo
"King, William, 1650-1729.",King,William,not_applicable,1650,1729,26,0.000272103,eebo
"Lodge, Thomas, 1558-1625.",Lodge,Thomas,not_applicable,1558,1625,26,0.000272103,eebo
"Millington, Edward, d. 1703.",Millington,Edward,not_applicable,not_applicable,1703,26,0.000272103,eebo
"Shepard, Thomas, 1605-1649.",Shepard,Thomas,not_applicable,1605,1649,26,0.000272103,eebo
"Watson, Thomas, d. 1686.",Watson,Thomas,not_applicable,not_applicable,1686,26,0.000272103,eebo
"Ball, John, 1585-1640.",Ball,John,not_applicable,1585,1640,25,0.000261638,eebo
"Brinsley, John, fl. 1581-1624.",Brinsley,John,not_applicable, fl. 1581,1624,25,0.000261638,eebo
"Burgess, Daniel, 1645-1713.",Burgess,Daniel,not_applicable,1645,1713,25,0.000261638,eebo
"Cromwell, Oliver, 1599-1658.",Cromwell,Oliver,not_applicable,1599,1658,25,0.000261638,eebo
"Heywood, John, 1497-1580",Heywood,John,not_applicable,1497,1580,25,0.000261638,eebo
"Hollyband, Claudius, 16th cent.",Hollyband,Claudius,not_applicable, 16th cent.,not_applicable,25,0.000261638,eebo
"Horneck, Anthony, 1641-1697.",Horneck,Anthony,not_applicable,1641,1697,25,0.000261638,eebo
"Locke, John, 1632-1704.",Locke,John,not_applicable,1632,1704,25,0.000261638,eebo
"Halifax, George Savile, Marquis of, 1633-1695.",Savile,George,not_applicable,1633,1695,25,0.000261638,eebo
Ireland. Lord Lieutenant (1677-1685 : Ormonde),not_applicable,Ireland Lord Lieutenant (1677-1685 : Ormonde),not_applicable,not_applicable,not_applicable,25,0.000261638,eebo
"Adams, Thomas, fl. 1612-1653.",Adams,Thomas,not_applicable, fl. 1612,1653,24,0.000251172,eebo
"Clapham, Henoch.",Clapham,Henoch,not_applicable,not_applicable,not_applicable,24,0.000251172,eebo
"Daniel, Samuel, 1562-1619.",Daniel,Samuel,not_applicable,1562,1619,24,0.000251172,eebo
"Guevara, Antonio de, Bp., d. 1545",de Guevara,Antonio,not_applicable,not_applicable,1545,24,0.000251172,eebo
"Downame, John, d. 1652.",Downame,John,not_applicable,not_applicable,1652,24,0.000251172,eebo
"Fairfax, Thomas Fairfax, Baron, 1612-1671.",Fairfax,Thomas,not_applicable,1612,1671,24,0.000251172,eebo
"Fox, Margaret Askew Fell, 1614-1702.",Fox,Margaret Askew Fell,not_applicable,1614,1702,24,0.000251172,eebo
"Hart, John, D.D.",Hart,John,not_applicable,not_applicable,not_applicable,24,0.000251172,eebo
"Howgill, Francis, 1618-1669.",Howgill,Francis,not_applicable,1618,1669,24,0.000251172,eebo
"Littleton, Thomas, Sir, d. 1481.",Littleton,Thomas,not_applicable,not_applicable,1481,24,0.000251172,eebo
"Mede, Joseph, 1586-1638.",Mede,Joseph,not_applicable,1586,1638,24,0.000251172,eebo
"Seller, John, fl. 1658-1698.",Seller,John,not_applicable, fl. 1658,1698,24,0.000251172,eebo
"Stow, John, 1525-1605.",Stow,John,not_applicable,1525,1605,24,0.000251172,eebo
"Willet, Andrew, 1562-1621.",Willet,Andrew,not_applicable,1562,1621,24,0.000251172,eebo
"Woodhouse, John.",Woodhouse,John,not_applicable,not_applicable,not_applicable,24,0.000251172,eebo
J. S.,not_applicable,J S,not_applicable,not_applicable,not_applicable,24,0.000251172,eebo
England and Wales. Council of State.,not_applicable,England and Wales Council of State,not_applicable,not_applicable,not_applicable,24,0.000251172,eebo
England and Wales. Army. Council.,not_applicable,England and Wales Army Council,not_applicable,not_applicable,not_applicable,24,0.000251172,eebo
"Bolton, Robert, 1572-1631.",Bolton,Robert,not_applicable,1572,1631,23,0.000240707,eebo
"Calamy, Edmund, 1600-1666.",Calamy,Edmund,not_applicable,1600,1666,23,0.000240707,eebo
"Congreve, William, 1670-1729.",Congreve,William,not_applicable,1670,1729,23,0.000240707,eebo
"Dove, Jonathan.",Dove,Jonathan,not_applicable,not_applicable,not_applicable,23,0.000240707,eebo
"Evelyn, John, 1620-1706.",Evelyn,John,not_applicable,1620,1706,23,0.000240707,eebo
"Fitzherbert, John, d. 1531.",Fitzherbert,John,not_applicable,not_applicable,1531,23,0.000240707,eebo
